Attendance_ID,Employee_ID,Date,Check_in_Time,Check_out_Time,Total_Hours_Worked,Overtime_Hours,Leave_Status
ATT45882,EMP7398,2024-02-02,09:22:45,19:31:15,8.8,1.7,Vacation
ATT11113,EMP6971,2023-09-05,19:35:29,22:14:28,6.5,1.7,None
ATT82627,EMP4025,2023-09-04,01:14:17,09:49:36,9.9,2.1,None
ATT42348,EMP2114,2024-08-22,21:36:08,17:50:12,5.3,1.6,Sick Leave
ATT54965,EMP5326,2024-05-06,01:48:28,19:04:49,4.5,2.6,None
ATT94668,EMP3537,2024-11-13,16:05:36,20:30:40,8.5,1.8,None
ATT94911,EMP6874,2024-04-18,02:48:27,19:15:33,8.0,1.6,Sick Leave
ATT35912,EMP9476,2025-05-12,17:10:25,04:16:52,5.0,2.4,Vacation
ATT40923,EMP6325,2025-08-23,18:38:11,07:27:32,9.2,2.0,None
ATT44127,EMP1163,2023-10-28,15:36:39,15:26:32,4.2,0.4,Sick Leave
ATT45367,EMP8392,2025-09-12,16:23:18,13:25:57,6.8,0.9,Vacation
ATT7915,EMP8789,2023-12-16,09:35:05,07:08:27,5.2,0.8,Vacation
ATT80683,EMP4693,2024-12-15,12:35:57,19:02:55,6.5,0.4,Sick Leave
ATT54658,EMP9888,2025-07-06,09:42:23,21:19:28,9.6,1.1,None
ATT50352,EMP5215,2023-12-05,12:48:23,20:49:20,9.4,3.0,Vacation
ATT89303,EMP7885,2023-02-28,13:48:17,23:12:51,8.1,1.0,Sick Leave
ATT93721,EMP9469,2024-12-09,17:11:16,01:37:00,5.1,0.9,Sick Leave
ATT70528,EMP9691,2025-03-24,06:23:46,05:06:20,4.3,0.3,Sick Leave
ATT96700,EMP3108,2025-03-16,11:59:38,15:24:10,4.8,1.6,None
ATT7932,EMP9018,2024-09-24,04:19:03,22:55:20,4.0,1.3,Sick Leave
ATT78300,EMP3596,2025-04-17,17:19:39,18:55:27,7.4,2.8,None
ATT94697,EMP4653,2025-06-05,00:24:24,10:21:39,9.0,2.7,Vacation
ATT29135,EMP5473,2024-02-29,04:38:05,16:36:43,5.2,0.1,Vacation
ATT17912,EMP4274,2025-12-20,05:03:22,00:48:14,7.8,2.8,None
ATT38433,EMP7008,2023-01-09,13:05:36,18:17:55,5.8,2.4,Sick Leave
ATT42910,EMP4533,2025-11-14,20:11:56,12:10:31,8.1,1.3,None
ATT1841,EMP3868,2025-09-17,16:55:43,01:18:07,5.6,2.0,Sick Leave
ATT72347,EMP1867,2024-09-03,23:45:17,07:45:47,5.0,0.8,None
ATT61195,EMP6428,2025-01-18,03:03:11,00:03:42,5.8,1.5,Sick Leave
ATT78817,EMP6280,2024-08-31,00:16:52,03:42:00,4.7,0.0,Vacation
ATT58735,EMP7973,2024-11-16,08:14:24,01:35:46,5.2,0.8,Sick Leave
ATT49171,EMP6792,2024-06-19,06:33:36,20:28:00,9.8,1.6,None
ATT9778,EMP6604,2023-12-06,08:52:03,12:44:55,5.0,1.1,Vacation
ATT89202,EMP5871,2024-04-18,23:20:26,06:01:33,9.2,2.4,Vacation
ATT22948,EMP1761,2023-05-24,12:25:05,22:46:39,4.3,2.7,Sick Leave
ATT46376,EMP9186,2025-04-07,13:14:47,10:28:31,5.7,0.7,Vacation
ATT54622,EMP9785,2024-07-05,10:35:01,14:48:19,6.4,2.8,None
ATT14775,EMP1559,2025-06-04,04:41:33,22:13:00,9.8,0.0,None
ATT60583,EMP8667,2023-03-18,04:11:38,17:57:53,4.7,1.1,None
ATT70609,EMP8324,2023-05-13,07:04:40,23:19:03,5.0,1.7,None
ATT63217,EMP8227,2024-08-28,09:32:30,03:38:43,6.2,1.3,Vacation
ATT61107,EMP4893,2024-08-25,02:34:14,00:20:19,4.7,0.7,Vacation
ATT55288,EMP8685,2024-06-27,17:10:27,05:12:50,5.5,0.1,Vacation
ATT98017,EMP9446,2025-03-15,19:25:47,05:08:26,4.1,0.1,Sick Leave
ATT96764,EMP4948,2025-12-16,08:42:40,11:16:35,8.4,2.0,Sick Leave
ATT97315,EMP3646,2023-11-23,14:20:27,03:00:33,5.5,2.2,None
ATT50386,EMP9883,2023-01-28,20:59:39,10:35:14,6.1,1.3,None
ATT36704,EMP4318,2025-07-10,17:24:14,06:00:48,6.8,2.3,Vacation
ATT44618,EMP4015,2024-05-25,04:56:19,12:18:05,5.4,0.0,None
ATT41714,EMP8355,2024-03-08,13:59:53,20:28:12,5.5,2.0,Sick Leave
ATT86427,EMP2446,2025-02-23,17:27:04,03:16:46,4.1,2.9,Vacation
ATT62123,EMP8932,2025-09-01,16:51:28,16:03:11,9.1,1.4,None
ATT74639,EMP7886,2023-06-19,12:34:49,00:21:41,6.1,0.9,Sick Leave
ATT55375,EMP1965,2024-02-09,08:05:00,23:45:54,6.2,3.0,Sick Leave
ATT78128,EMP8925,2024-05-19,03:15:41,04:20:04,6.2,0.3,Vacation
ATT34709,EMP7580,2023-11-24,08:30:16,22:35:48,8.6,0.5,Vacation
ATT18084,EMP2087,2024-12-09,14:24:13,14:17:32,6.5,2.9,None
ATT82052,EMP2914,2023-09-24,08:43:30,12:57:19,7.1,2.8,Sick Leave
ATT64928,EMP3023,2023-05-14,01:17:29,08:02:15,7.4,1.3,None
ATT47945,EMP7041,2023-02-05,22:53:31,03:11:48,6.3,2.6,Sick Leave
ATT41300,EMP4363,2023-11-07,19:11:10,19:31:08,4.7,1.1,Vacation
ATT22097,EMP3603,2024-10-16,19:10:15,16:21:24,9.1,0.3,Vacation
ATT61746,EMP8278,2025-06-27,09:34:54,06:09:35,4.7,2.9,Vacation
ATT63770,EMP2773,2025-12-14,21:57:47,21:15:01,6.2,1.0,Sick Leave
ATT42614,EMP3068,2024-10-05,19:08:20,18:22:22,7.8,2.6,Vacation
ATT19852,EMP7309,2024-05-01,18:30:46,22:05:08,6.2,0.1,None
ATT69999,EMP8629,2025-03-25,07:16:32,00:42:59,4.6,1.9,None
ATT91941,EMP4461,2023-08-21,08:13:42,03:41:30,6.5,0.1,Vacation
ATT43816,EMP9278,2023-07-25,03:59:43,18:55:03,6.9,0.1,None
ATT99668,EMP4822,2024-03-15,09:37:47,06:51:57,4.5,2.7,Sick Leave
ATT29831,EMP2226,2023-05-20,11:40:49,05:17:46,9.0,0.1,Vacation
ATT25604,EMP7320,2023-09-02,14:30:39,10:17:54,7.2,2.8,Vacation
ATT59508,EMP7894,2025-02-19,07:33:15,18:08:05,4.7,2.2,None
ATT68389,EMP8697,2023-06-12,00:55:18,20:52:50,6.1,1.7,None
ATT34096,EMP2565,2023-09-05,21:26:49,01:24:45,8.7,1.1,Vacation
ATT80432,EMP7523,2023-03-20,23:03:21,16:10:47,7.5,0.1,Vacation
ATT6892,EMP7185,2025-07-19,10:04:32,18:41:47,7.1,2.5,Sick Leave
ATT31604,EMP5121,2023-09-29,16:14:57,12:17:06,6.8,1.7,Vacation
ATT15197,EMP6399,2023-09-07,03:32:10,07:10:08,8.5,2.5,Vacation
ATT29277,EMP9703,2023-01-26,03:26:56,18:22:34,6.1,1.8,None
ATT45863,EMP2482,2024-12-19,22:18:24,18:45:41,5.7,2.4,None
ATT11581,EMP2446,2023-05-15,11:02:51,13:52:50,7.5,1.7,Sick Leave
ATT92947,EMP2179,2024-07-12,19:33:42,17:46:51,4.3,1.4,None
ATT88246,EMP4537,2025-03-09,19:18:56,08:31:55,7.2,2.7,Vacation
ATT49669,EMP3227,2023-11-29,04:08:08,03:10:15,8.0,1.5,None
ATT25838,EMP3188,2023-02-28,13:46:09,14:04:43,4.7,2.1,Vacation
ATT45071,EMP2510,2025-09-03,21:00:19,22:52:49,8.8,1.6,Vacation
ATT63993,EMP4978,2023-05-27,01:03:00,05:59:07,5.8,2.7,None
ATT82963,EMP9391,2025-06-19,20:18:59,02:49:34,6.2,1.6,None
ATT11974,EMP2668,2023-06-04,08:52:08,11:39:34,7.3,0.4,Sick Leave
ATT59459,EMP7462,2024-03-21,22:03:29,04:11:09,7.2,2.3,Vacation
ATT92283,EMP8352,2023-06-22,23:05:32,11:59:34,5.3,0.1,Sick Leave
ATT57620,EMP3901,2025-01-22,01:47:19,03:52:36,7.0,2.6,Sick Leave
ATT88084,EMP7358,2025-07-11,14:48:09,06:22:33,4.7,1.4,Sick Leave
ATT72045,EMP1964,2024-04-29,22:26:46,12:20:26,6.6,0.3,None
ATT36444,EMP4134,2023-03-15,13:31:21,18:32:50,9.0,2.5,Sick Leave
ATT37469,EMP3295,2024-08-05,16:25:30,09:27:31,8.1,2.4,None
ATT24106,EMP9122,2024-12-12,04:21:31,01:46:58,9.9,2.3,None
ATT86246,EMP6382,2025-03-02,00:45:34,02:46:21,9.8,0.1,Sick Leave
ATT36719,EMP8208,2023-01-07,07:46:58,07:14:20,6.0,0.7,Vacation
ATT32309,EMP6938,2024-08-18,22:28:33,00:19:51,6.5,2.4,Vacation
ATT69608,EMP1852,2023-04-08,19:39:41,07:21:33,5.4,0.2,Sick Leave
ATT49371,EMP5586,2023-02-02,07:21:00,05:20:28,5.2,1.2,None
ATT67011,EMP8963,2023-09-12,10:38:36,12:09:11,9.5,2.4,Vacation
ATT21735,EMP1634,2023-12-24,07:04:04,23:51:41,4.4,0.6,Vacation
ATT47237,EMP2366,2024-01-18,09:28:37,03:10:14,6.9,1.7,None
ATT94912,EMP4168,2025-09-20,14:23:43,23:48:10,9.7,2.1,Sick Leave
ATT65624,EMP1601,2023-10-01,19:55:39,05:02:19,4.4,2.3,Vacation
ATT22315,EMP8325,2023-04-09,22:24:04,07:19:59,6.2,1.9,None
ATT22783,EMP8999,2025-11-14,07:39:26,23:44:26,6.3,2.3,Sick Leave
ATT29371,EMP2018,2023-01-24,03:55:09,15:39:55,5.0,1.2,Sick Leave
ATT57973,EMP8778,2023-10-19,21:15:13,13:10:28,9.8,0.1,None
ATT62489,EMP2982,2024-07-25,20:59:24,08:53:06,9.2,0.4,Vacation
ATT1896,EMP2124,2023-12-08,10:29:25,06:51:08,5.7,1.7,Sick Leave
ATT57270,EMP9592,2025-03-30,08:25:43,00:06:41,4.4,0.2,None
ATT59234,EMP9881,2024-10-13,08:35:30,13:55:16,5.2,0.5,Sick Leave
ATT54547,EMP1029,2025-03-26,08:50:04,21:38:15,5.2,1.4,Vacation
ATT26058,EMP3448,2025-02-03,10:06:34,23:57:36,4.5,0.2,None
ATT92246,EMP1284,2025-03-14,00:46:49,07:14:55,5.9,1.5,Vacation
ATT5447,EMP4181,2025-07-27,21:01:15,19:54:41,4.8,2.4,Sick Leave
ATT96262,EMP8474,2024-12-21,01:04:06,09:38:07,6.4,1.0,Vacation
ATT70947,EMP8997,2024-05-20,22:03:28,13:48:45,6.0,2.3,Vacation
ATT1386,EMP6210,2023-02-18,22:05:45,04:27:14,4.6,2.7,None
ATT17966,EMP6467,2024-02-24,07:35:59,01:57:51,4.2,0.7,Vacation
ATT28854,EMP1431,2025-11-17,05:20:03,11:16:24,4.6,1.1,Vacation
ATT15228,EMP6859,2025-03-15,12:55:04,17:20:40,6.0,1.2,None
ATT50542,EMP4957,2023-09-23,23:33:25,21:16:43,4.2,1.2,Sick Leave
ATT21530,EMP7217,2025-10-28,09:12:29,17:03:15,8.5,2.6,None
ATT97434,EMP8810,2024-02-19,15:28:43,22:29:23,6.3,2.6,Vacation
ATT75145,EMP1995,2024-03-14,04:10:49,19:19:24,6.5,2.3,Vacation
ATT35321,EMP5049,2024-08-29,04:08:27,22:04:27,5.7,1.4,Vacation
ATT63493,EMP5278,2025-01-13,01:54:37,08:00:08,7.0,0.3,None
ATT87100,EMP1496,2023-07-11,20:41:23,19:25:51,6.5,1.1,Sick Leave
ATT90263,EMP6261,2025-09-02,20:38:41,22:24:28,9.2,2.4,Sick Leave
ATT55271,EMP7512,2024-10-08,21:40:29,04:54:54,8.5,2.2,Vacation
ATT13293,EMP3476,2023-12-10,14:01:55,09:08:55,5.9,1.1,None
ATT36315,EMP5338,2023-05-18,03:40:56,09:52:56,6.3,1.0,Vacation
ATT73976,EMP2492,2025-10-17,16:18:11,02:21:24,9.4,1.2,Sick Leave
ATT39069,EMP5076,2024-11-30,17:25:52,08:38:22,4.9,0.2,None
ATT21838,EMP8336,2025-05-23,07:24:23,02:01:55,6.1,1.6,Sick Leave
ATT14685,EMP2316,2024-10-21,17:41:01,14:16:57,8.7,2.5,None
ATT54146,EMP6012,2025-09-23,12:52:05,17:31:21,4.8,0.3,Sick Leave
ATT57640,EMP4479,2024-03-12,00:54:53,23:34:50,6.4,2.4,Vacation
ATT17630,EMP2606,2023-12-16,07:54:07,05:26:07,7.6,2.9,Vacation
ATT20247,EMP6064,2025-03-19,06:47:43,09:15:14,6.1,1.5,Vacation
ATT41430,EMP6012,2025-10-20,09:35:35,12:13:29,8.5,0.4,Sick Leave
ATT38778,EMP8981,2025-11-22,13:59:50,21:16:10,6.7,0.9,Vacation
ATT93679,EMP2585,2024-06-18,13:12:37,12:50:41,8.6,2.7,None
ATT50586,EMP1314,2024-04-30,08:28:41,06:50:52,7.4,1.7,Sick Leave
ATT52598,EMP2218,2024-05-15,15:29:52,00:26:56,8.0,2.5,Sick Leave
ATT96263,EMP1873,2024-04-14,12:33:18,16:23:21,9.9,1.2,None
ATT43207,EMP3155,2024-04-29,22:15:03,11:41:46,4.4,1.0,Sick Leave
ATT22523,EMP5152,2023-07-24,11:50:47,05:31:46,4.1,1.4,None
ATT91210,EMP1032,2025-04-11,11:24:23,20:13:21,5.0,0.4,None
ATT8808,EMP2639,2023-08-29,11:27:08,05:44:39,4.7,1.8,None
ATT36210,EMP2943,2024-06-12,10:15:09,11:44:15,9.0,0.9,Vacation
ATT21190,EMP4197,2024-06-03,11:54:44,01:29:18,7.7,1.7,Sick Leave
ATT99932,EMP4203,2025-03-13,16:27:55,04:22:17,8.2,1.9,Vacation
ATT13547,EMP3935,2024-06-11,20:35:03,17:37:37,4.7,2.0,Vacation
ATT19331,EMP2275,2025-07-11,18:53:05,22:18:54,9.3,0.1,Vacation
ATT33879,EMP8097,2025-07-05,03:36:45,05:40:14,4.9,2.2,Vacation
ATT58104,EMP6419,2023-12-20,18:00:42,02:54:39,9.3,2.4,Vacation
ATT90341,EMP8297,2024-03-16,16:25:42,04:41:30,9.0,0.3,Vacation
ATT70244,EMP1940,2025-10-28,01:17:09,22:59:00,5.8,0.1,Sick Leave
ATT80143,EMP8354,2023-08-05,23:46:49,08:23:41,4.8,1.5,Vacation
ATT1195,EMP6003,2025-12-02,20:59:46,22:05:48,6.8,1.8,Vacation
ATT23929,EMP6001,2025-02-18,18:23:05,05:18:10,9.7,2.6,None
ATT43510,EMP7686,2025-04-29,05:29:20,11:56:10,7.4,2.0,Sick Leave
ATT98319,EMP5260,2023-04-22,23:32:58,10:22:51,7.8,1.4,Vacation
ATT56779,EMP9068,2024-05-27,02:52:27,12:50:27,4.1,2.6,Vacation
ATT3773,EMP6979,2023-02-04,07:51:21,05:10:49,8.0,0.3,Vacation
ATT21434,EMP6096,2023-08-02,05:35:01,09:24:04,6.9,1.8,Sick Leave
ATT69309,EMP8038,2024-03-31,16:31:58,22:46:27,5.4,0.1,None
ATT37520,EMP2790,2023-01-07,17:47:55,12:38:22,6.8,2.8,Sick Leave
ATT86516,EMP1305,2023-08-18,09:49:39,13:53:33,5.7,1.4,Vacation
ATT16238,EMP9349,2023-03-28,01:17:13,22:30:24,7.6,1.7,Sick Leave
ATT81050,EMP3391,2023-11-14,12:19:49,00:56:27,8.7,0.1,None
ATT22767,EMP2580,2025-06-08,02:27:14,03:37:54,4.3,2.9,None
ATT10734,EMP4126,2023-02-04,19:36:55,14:46:04,9.6,2.2,Sick Leave
ATT71655,EMP6301,2025-12-07,17:22:38,19:49:52,8.9,2.4,Sick Leave
ATT95924,EMP5755,2023-08-06,09:00:51,16:04:56,7.5,1.1,None
ATT94299,EMP2173,2023-01-24,12:52:24,04:57:57,6.6,2.1,Vacation
ATT73382,EMP3133,2023-08-09,16:25:55,09:31:37,6.7,0.1,Vacation
ATT35311,EMP7262,2023-09-11,07:01:46,03:11:20,5.2,2.0,Vacation
ATT63203,EMP1514,2025-09-22,09:40:59,08:05:42,6.8,1.3,Sick Leave
ATT37222,EMP9805,2024-02-23,08:01:52,20:13:12,6.9,0.8,Vacation
ATT32938,EMP1592,2024-09-20,09:43:21,06:52:50,6.8,2.6,None
ATT44225,EMP7491,2025-01-14,17:52:38,07:56:35,9.5,2.5,Sick Leave
ATT59467,EMP5321,2025-03-22,08:37:45,08:57:24,5.3,0.6,None
ATT40271,EMP3308,2024-04-20,08:38:52,15:56:19,4.1,1.5,Vacation
ATT18722,EMP8727,2024-08-02,13:38:26,06:24:18,9.4,1.2,Sick Leave
ATT59794,EMP3034,2025-03-27,05:42:05,18:13:14,8.3,2.3,Sick Leave
ATT68129,EMP6815,2024-09-11,10:05:29,06:07:55,8.4,0.6,Vacation
ATT93588,EMP3144,2023-07-03,17:38:42,04:22:44,6.9,0.8,None
ATT93491,EMP2721,2024-01-31,20:36:10,15:35:01,8.0,1.7,Vacation
ATT35939,EMP4238,2023-09-04,00:36:48,12:20:21,8.4,0.6,Vacation
ATT80177,EMP2979,2023-08-06,10:09:16,13:27:58,4.4,1.6,None
ATT96344,EMP4378,2025-08-01,22:36:55,22:15:18,8.9,1.1,Vacation
ATT82536,EMP9259,2024-05-21,16:25:16,18:23:55,4.1,2.5,Vacation
ATT38207,EMP9955,2023-02-02,18:37:18,02:44:05,7.7,2.1,Vacation
ATT12329,EMP8783,2025-09-21,23:07:56,22:01:39,5.4,1.7,Sick Leave
ATT98086,EMP9837,2023-12-26,23:28:01,12:03:28,7.7,1.2,Vacation
ATT88248,EMP6001,2023-01-14,13:52:38,02:24:43,4.1,1.1,Vacation
ATT95672,EMP2141,2024-04-03,08:52:00,05:46:32,5.6,1.7,Vacation
ATT71027,EMP8836,2023-12-18,10:43:30,16:28:47,9.9,2.0,None
ATT67210,EMP4556,2023-03-31,00:42:48,05:05:15,7.2,0.9,None
ATT55993,EMP5910,2024-05-11,00:13:56,12:35:16,9.2,2.1,Vacation
ATT24902,EMP8764,2023-07-21,14:05:50,05:00:08,4.7,1.2,Sick Leave
ATT83433,EMP9468,2025-07-20,23:20:53,04:05:24,5.8,0.9,Sick Leave
ATT9499,EMP3159,2024-06-06,02:44:10,08:57:15,4.7,2.9,Vacation
ATT10044,EMP1244,2025-12-02,15:06:09,02:52:00,7.2,2.6,Sick Leave
ATT94594,EMP4989,2025-09-02,18:07:55,05:31:51,9.1,2.7,Vacation
ATT40503,EMP8488,2023-09-13,08:22:22,03:54:51,8.1,2.9,None
ATT5499,EMP4002,2024-07-25,10:55:08,15:40:44,4.6,2.6,None
ATT83135,EMP7216,2023-08-08,00:07:14,11:08:53,7.7,1.7,Vacation
ATT4037,EMP9307,2023-05-06,20:59:54,14:52:12,7.8,0.9,None
ATT34234,EMP4570,2025-09-02,04:56:40,11:02:05,6.7,2.6,Sick Leave
ATT27978,EMP1351,2024-12-15,22:03:36,11:32:05,5.5,0.8,Sick Leave
ATT24386,EMP7450,2024-09-06,01:02:31,09:22:00,5.1,1.0,Sick Leave
ATT48280,EMP9259,2025-06-03,14:42:57,18:42:39,9.6,2.3,Sick Leave
ATT33716,EMP5012,2025-09-05,02:42:43,02:35:02,5.7,0.2,Vacation
ATT11385,EMP8392,2023-07-02,21:34:28,05:46:05,9.1,0.1,None
ATT97640,EMP8396,2025-05-15,20:09:07,20:03:56,4.2,1.5,None
ATT60904,EMP6145,2024-12-28,06:47:26,13:18:07,8.2,1.1,Vacation
ATT22927,EMP6422,2025-06-09,09:49:21,15:55:40,6.6,0.2,Vacation
ATT5027,EMP3769,2024-07-08,01:42:43,21:44:50,9.8,2.5,Vacation
ATT33707,EMP8370,2024-08-06,06:16:17,09:48:32,6.4,0.1,Sick Leave
ATT11164,EMP4401,2025-07-09,11:55:36,18:34:09,5.6,1.6,Sick Leave
ATT78048,EMP4942,2023-05-18,23:31:14,15:45:25,6.8,2.3,None
ATT56585,EMP5345,2023-02-19,05:32:49,06:27:58,9.5,0.6,Sick Leave
ATT56233,EMP9960,2025-05-10,09:43:39,15:10:32,7.0,1.7,Vacation
ATT32119,EMP8194,2023-01-13,06:02:45,14:07:02,7.6,2.4,Vacation
ATT46307,EMP2134,2024-09-10,09:48:52,10:58:22,9.6,1.2,Vacation
ATT40638,EMP6967,2025-11-07,04:11:25,05:32:16,8.8,3.0,None
ATT44726,EMP6501,2025-12-11,18:15:11,02:38:31,8.8,2.4,Sick Leave
ATT1433,EMP5527,2024-12-19,05:18:30,01:00:00,5.3,0.0,Sick Leave
ATT81862,EMP6158,2023-04-15,00:30:06,04:58:53,4.6,2.2,None
ATT63393,EMP5996,2023-01-31,18:47:37,23:17:36,6.2,3.0,Sick Leave
ATT15564,EMP2152,2023-12-10,02:51:49,04:51:05,4.4,1.2,None
ATT45315,EMP6907,2025-05-02,04:41:20,07:49:42,9.8,0.9,Sick Leave
ATT5033,EMP4994,2025-12-17,08:44:23,07:00:37,4.6,2.4,Vacation
ATT93188,EMP9416,2025-10-19,04:28:54,06:53:38,5.5,0.4,None
ATT94927,EMP4490,2025-01-02,20:59:36,08:24:40,8.5,1.8,Vacation
ATT46199,EMP4249,2024-05-15,22:02:32,11:15:16,6.8,0.1,None
ATT93362,EMP7360,2025-09-14,12:27:48,08:35:46,7.7,2.1,Sick Leave
ATT2287,EMP6959,2024-03-13,05:02:53,02:43:20,9.6,2.2,Sick Leave
ATT34833,EMP9764,2024-04-01,02:03:23,04:26:39,9.4,1.7,Vacation
ATT54421,EMP4497,2024-10-17,23:51:28,10:18:32,5.6,1.3,Vacation
ATT4885,EMP9046,2024-04-08,07:38:33,19:30:50,6.6,0.6,Sick Leave
ATT41350,EMP3509,2024-11-30,11:14:47,18:36:21,6.6,0.7,None
ATT42798,EMP9247,2024-04-06,18:34:26,20:31:16,7.2,2.8,None
ATT62604,EMP6851,2023-06-21,09:46:34,00:56:59,8.6,1.9,Sick Leave
ATT54997,EMP5836,2023-08-27,03:49:36,14:40:19,9.3,0.5,Vacation
ATT78236,EMP5339,2024-10-02,14:51:11,19:18:45,9.3,2.5,None
ATT41266,EMP5493,2024-08-22,07:58:16,06:32:24,7.4,2.1,None
ATT8391,EMP8321,2025-10-18,07:56:34,12:25:48,9.9,2.5,Vacation
ATT44991,EMP5070,2024-02-28,19:22:27,18:21:47,4.5,0.3,Sick Leave
ATT82547,EMP5011,2024-06-04,05:50:47,06:18:56,6.5,1.6,Vacation
ATT77198,EMP5533,2024-12-11,01:49:45,12:33:35,9.0,2.9,None
ATT87109,EMP7602,2024-08-28,22:23:44,14:24:55,7.7,2.8,None
ATT51131,EMP3063,2023-12-29,03:31:34,21:15:09,6.2,2.7,Sick Leave
ATT12286,EMP3589,2024-04-26,20:46:13,20:11:45,7.5,0.2,None
ATT37485,EMP5516,2025-10-13,04:53:38,17:04:43,5.5,3.0,None
ATT41038,EMP1354,2024-02-26,01:10:45,21:59:30,9.7,1.2,Sick Leave
ATT91438,EMP9112,2024-02-29,18:42:40,07:51:57,7.1,2.2,Sick Leave
ATT28885,EMP2934,2023-06-17,21:26:31,19:35:57,9.1,0.2,Vacation
ATT67987,EMP4808,2024-10-01,11:12:49,15:25:45,5.7,1.7,Vacation
ATT72851,EMP8767,2023-07-24,04:43:30,20:15:12,9.5,0.6,Vacation
ATT47463,EMP9728,2024-08-14,12:36:07,04:11:10,5.9,1.3,None
ATT48790,EMP9699,2024-10-28,00:19:58,13:40:43,9.2,1.7,Vacation
ATT94271,EMP8218,2023-05-01,14:03:03,17:12:16,4.0,1.8,None
ATT1137,EMP1851,2024-01-08,13:30:46,11:57:16,7.5,0.9,None
ATT53204,EMP2701,2025-06-28,21:46:15,20:37:40,9.3,1.6,Vacation
ATT15517,EMP8510,2023-05-20,16:15:08,05:57:35,5.0,0.4,Vacation
ATT54718,EMP9411,2025-02-27,17:20:19,23:37:00,5.9,0.5,None
ATT59958,EMP8252,2025-08-31,19:09:09,22:14:31,9.6,2.5,Sick Leave
ATT39940,EMP1207,2025-08-25,22:04:44,06:50:28,4.3,0.8,Vacation
ATT32223,EMP5288,2023-11-09,06:21:18,16:20:48,9.7,2.0,Vacation
ATT29978,EMP5151,2024-04-28,14:09:37,05:35:37,8.3,0.7,None
ATT90543,EMP8232,2025-06-15,11:08:03,19:03:35,9.4,1.8,Sick Leave
ATT44016,EMP1092,2024-06-12,14:04:54,04:08:14,6.0,0.8,Vacation
ATT87888,EMP2001,2024-12-04,22:44:59,07:27:18,6.7,0.2,Vacation
ATT32334,EMP3364,2024-08-17,06:45:23,01:33:26,8.9,1.4,Vacation
ATT96454,EMP4548,2025-05-07,01:38:25,14:05:28,7.6,1.6,Vacation
ATT47118,EMP9650,2025-01-22,01:01:49,07:52:03,9.0,0.9,None
ATT32492,EMP2602,2024-06-19,07:17:36,10:45:49,9.4,2.2,None
ATT39293,EMP7784,2024-11-13,13:08:31,23:28:19,8.8,2.8,Vacation
ATT9465,EMP8152,2024-12-29,16:00:56,11:31:47,4.7,0.6,Sick Leave
ATT92074,EMP1635,2024-12-22,01:12:25,18:05:21,4.7,0.1,Sick Leave
ATT93083,EMP4050,2025-03-30,02:51:51,05:22:22,8.9,0.6,Sick Leave
ATT13392,EMP2217,2023-05-13,04:52:33,21:38:31,9.4,0.5,None
ATT87095,EMP1839,2025-05-04,20:32:46,08:06:09,9.6,1.9,Vacation
ATT36850,EMP3008,2024-05-16,10:09:21,10:48:09,7.2,0.9,Sick Leave
ATT58207,EMP3692,2025-08-21,10:04:42,05:49:40,5.8,1.6,None
ATT40783,EMP7677,2024-05-05,14:10:47,09:52:21,8.9,2.4,Sick Leave
ATT95260,EMP2693,2025-06-30,04:41:24,08:59:36,7.4,2.2,Vacation
ATT94930,EMP2184,2024-10-13,17:29:20,06:46:56,9.8,0.7,Vacation
ATT85438,EMP6224,2024-04-04,13:49:30,02:12:03,7.0,2.2,Vacation
ATT83243,EMP9180,2025-10-03,10:54:48,01:36:11,5.2,2.4,Sick Leave
ATT96777,EMP8212,2024-07-04,12:54:08,07:45:32,8.7,2.1,None
ATT94781,EMP6066,2023-08-02,18:26:17,22:42:00,4.4,0.6,Vacation
ATT78194,EMP3721,2024-02-22,12:08:16,17:36:47,7.6,0.6,Vacation
ATT24063,EMP6103,2024-10-09,05:32:34,15:18:23,9.1,1.4,None
ATT36943,EMP7218,2024-12-29,05:51:08,17:59:01,5.4,2.8,Sick Leave
ATT32201,EMP9105,2023-11-20,06:57:00,22:51:27,4.7,0.1,Sick Leave
ATT72646,EMP1707,2023-10-05,20:53:45,03:00:11,7.4,2.6,Vacation
ATT18723,EMP5884,2023-10-10,09:09:27,14:21:47,7.5,2.4,Vacation
ATT25538,EMP5474,2025-05-25,13:59:19,07:08:26,7.9,0.7,Sick Leave
ATT45842,EMP8803,2025-04-08,18:02:38,15:06:43,6.6,2.3,None
ATT18800,EMP5198,2023-09-21,12:21:56,19:38:46,6.3,2.1,Vacation
ATT87033,EMP3020,2023-05-19,13:03:37,16:48:12,4.5,0.1,None
ATT98467,EMP2894,2024-07-26,18:45:06,00:40:02,6.3,2.0,Sick Leave
ATT95988,EMP8065,2023-03-06,13:14:59,23:46:48,6.0,2.1,Sick Leave
ATT99072,EMP6223,2023-06-01,16:50:59,04:18:47,4.9,1.8,Vacation
ATT25621,EMP3099,2023-02-17,17:38:15,02:24:10,7.9,1.3,Sick Leave
ATT92861,EMP9688,2024-04-07,20:29:49,23:14:50,9.0,2.7,None
ATT95500,EMP1837,2023-01-04,03:22:59,22:45:39,7.6,0.1,Sick Leave
ATT14280,EMP9208,2023-08-28,03:03:24,19:11:26,8.3,2.8,Vacation
ATT87361,EMP3937,2024-11-06,23:16:05,05:11:01,7.4,2.6,None
